-64.0,-3.0,83.0,88.0,
32.0,3.0,76.0,64.0,
-70.0,1.0,61.0,83.0,
87.0,2.0,70.0,89.0,
19.0,-7.0,67.0,80.0,
175.0,-3.0,77.0,68.0,
83.0,5.0,72.0,58.0,
98.0,5.0,71.0,74.0,
65.0,13.0,87.0,69.0,
17.0,-2.0,88.0,68.0,
25.0,-2.0,63.0,68.0,
-282.0,17.0,59.0,47.0,
-118.0,25.0,60.0,79.0,
295.0,-1.0,72.0,70.0,
76.0,14.0,54.0,74.0,
52.0,-6.0,83.0,78.0,
-83.0,-7.0,83.0,55.0,
85.0,9.0,70.0,66.0,
-190.0,12.0,67.0,79.0,
-32.0,18.0,65.0,71.0,
24.0,13.0,76.0,56.0,
-58.0,-5.0,73.0,87.0,
73.0,16.0,75.0,56.0,
-18.0,7.0,69.0,94.0,
64.0,-8.0,70.0,83.0,
25.0,-5.0,85.0,72.0,
-40.0,39.0,65.0,74.0,
186.0,-6.0,87.0,70.0,
-158.0,-13.0,59.0,61.0,
202.0,13.0,74.0,74.0,
91.0,6.0,80.0,52.0,
-17.0,15.0,71.0,55.0,
-114.0,14.0,62.0,49.0,
-110.0,20.0,64.0,81.0,
-33.0,-12.0,80.0,71.0,
-50.0,4.0,72.0,67.0,
23.0,-16.0,63.0,72.0,
179.0,-6.0,64.0,66.0,
-146.0,12.0,33.0,82.0,
-96.0,0.0,63.0,75.0,
-188.0,26.0,72.0,73.0,
-42.0,0.0,74.0,70.0,
-11.0,8.0,82.0,94.0,
-124.0,2.0,35.0,90.0,
-144.0,-2.0,68.0,57.0,
-20.0,1.0,84.0,84.0,
-1.0,-9.0,75.0,63.0,
4.0,-1.0,63.0,94.0,
-153.0,8.0,59.0,62.0,
155.0,20.0,73.0,64.0,
118.0,15.0,94.0,61.0,
-50.0,10.0,75.0,75.0,
-84.0,28.0,78.0,78.0,
-84.0,-10.0,75.0,77.0,
-187.0,-1.0,49.0,61.0,
17.0,1.0,75.0,76.0,
-21.0,8.0,71.0,78.0,
-179.0,26.0,74.0,90.0,
42.0,4.0,76.0,80.0,
-33.0,15.0,74.0,49.0,
91.0,25.0,58.0,75.0,
-153.0,3.0,72.0,45.0,
127.0,-1.0,74.0,63.0,
-63.0,10.0,46.0,52.0,
-12.0,-16.0,71.0,87.0,
-172.0,-6.0,48.0,90.0,
-57.0,5.0,63.0,73.0,
-13.0,0.0,75.0,46.0,
-53.0,16.0,59.0,81.0,
115.0,0.0,62.0,64.0,
-178.0,-25.0,68.0,58.0,
258.0,-20.0,71.0,67.0,
106.0,-6.0,55.0,71.0,
22.0,-2.0,70.0,61.0,
218.0,-1.0,84.0,103.0,
-44.0,34.0,67.0,60.0,
-80.0,6.0,75.0,66.0,
115.0,6.0,85.0,82.0,
-50.0,6.0,82.0,68.0,
-19.0,-8.0,65.0,71.0,
58.0,-8.0,80.0,58.0,
100.0,12.0,55.0,73.0,
41.0,15.0,80.0,73.0,
60.0,20.0,64.0,67.0,
-83.0,7.0,86.0,71.0,
119.0,9.0,70.0,76.0,
19.0,5.0,63.0,77.0,
-93.0,19.0,71.0,90.0,
-91.0,2.0,72.0,67.0,
46.0,1.0,71.0,61.0,
-126.0,25.0,72.0,64.0,
21.0,-7.0,77.0,54.0,
-52.0,5.0,59.0,74.0,
-54.0,1.0,67.0,81.0,
121.0,-4.0,70.0,69.0,
106.0,-1.0,75.0,86.0,
118.0,-15.0,69.0,60.0,
-131.0,28.0,70.0,77.0,
-85.0,-3.0,55.0,64.0,
12.0,8.0,31.0,74.0,
23.0,18.0,99.0,59.0,
88.0,4.0,48.0,80.0,
219.0,5.0,66.0,57.0,
106.0,16.0,58.0,59.0,
-93.0,21.0,46.0,75.0,
349.0,7.0,69.0,70.0,
-79.0,8.0,96.0,67.0,
-253.0,24.0,69.0,55.0,
113.0,-5.0,71.0,83.0,
-82.0,13.0,52.0,69.0,
-84.0,-3.0,82.0,66.0,
59.0,12.0,69.0,51.0,
4.0,28.0,61.0,69.0,
163.0,23.0,59.0,66.0,
-25.0,4.0,65.0,66.0,
259.0,-3.0,72.0,76.0,
63.0,-2.0,66.0,75.0,
-158.0,-11.0,91.0,65.0,
88.0,-7.0,48.0,58.0,
-83.0,10.0,66.0,71.0,
-111.0,-6.0,78.0,72.0,
58.0,2.0,88.0,53.0,
41.0,-2.0,69.0,66.0,
-122.0,-24.0,75.0,89.0,
32.0,0.0,78.0,69.0,
-25.0,-5.0,70.0,87.0,
-108.0,7.0,64.0,62.0,
-202.0,15.0,57.0,60.0,
166.0,-2.0,79.0,80.0,
95.0,-22.0,59.0,66.0,
10.0,19.0,65.0,79.0,
0.0,15.0,62.0,66.0,
-95.0,-6.0,69.0,61.0,
178.0,15.0,70.0,87.0,
171.0,0.0,97.0,66.0,
-67.0,9.0,67.0,86.0,
-128.0,21.0,67.0,77.0,
-108.0,14.0,50.0,91.0,
13.0,4.0,54.0,64.0,
-38.0,16.0,72.0,63.0,
145.0,6.0,47.0,75.0,
-20.0,3.0,72.0,70.0,
-100.0,3.0,70.0,60.0,
-181.0,11.0,75.0,88.0,
69.0,8.0,55.0,79.0,
13.0,3.0,46.0,70.0,
-19.0,-11.0,74.0,69.0,
57.0,-1.0,62.0,72.0,
-33.0,2.0,57.0,53.0,
107.0,0.0,65.0,79.0,
-51.0,5.0,80.0,74.0,
-63.0,-13.0,69.0,65.0,
54.0,21.0,56.0,69.0,
-94.0,21.0,74.0,60.0,
25.0,4.0,74.0,85.0,
61.0,1.0,74.0,52.0,
-211.0,2.0,70.0,77.0,
78.0,0.0,76.0,57.0,
47.0,10.0,91.0,68.0,
-31.0,19.0,36.0,60.0,
-34.0,11.0,52.0,71.0,
149.0,3.0,56.0,74.0,
55.0,-13.0,84.0,80.0,
-110.0,-5.0,69.0,64.0,
-69.0,-8.0,51.0,76.0,
-141.0,17.0,65.0,70.0,
64.0,-3.0,61.0,68.0,
-170.0,7.0,71.0,50.0,
-82.0,0.0,49.0,65.0,
139.0,-3.0,48.0,62.0,
-28.0,13.0,72.0,72.0,
39.0,-6.0,63.0,79.0,
100.0,-1.0,87.0,73.0,
143.0,9.0,63.0,94.0,
92.0,9.0,49.0,75.0,
-36.0,-5.0,58.0,72.0,
29.0,24.0,60.0,66.0,
10.0,8.0,53.0,84.0,
156.0,-3.0,48.0,70.0,
19.0,-5.0,77.0,67.0,
-95.0,-1.0,58.0,58.0,
-126.0,-11.0,82.0,67.0,
-82.0,-6.0,67.0,87.0,
16.0,-2.0,62.0,60.0,
73.0,14.0,58.0,75.0,
-153.0,14.0,67.0,71.0,
14.0,12.0,65.0,67.0,
-28.0,1.0,79.0,66.0,
103.0,15.0,71.0,75.0,
-101.0,12.0,64.0,75.0,
82.0,4.0,78.0,70.0,
18.0,8.0,73.0,98.0,
-114.0,-4.0,80.0,84.0,
-106.0,1.0,75.0,76.0,
-157.0,17.0,64.0,75.0,
-46.0,21.0,69.0,72.0,
-78.0,-8.0,68.0,68.0,
99.0,0.0,62.0,69.0,
8.0,-1.0,63.0,81.0,
128.0,5.0,67.0,77.0,
-294.0,19.0,70.0,61.0,
2.0,-14.0,62.0,69.0,
-19.0,17.0,53.0,70.0,
-219.0,-2.0,85.0,73.0,
78.0,27.0,83.0,60.0,
-87.0,1.0,57.0,44.0,
-22.0,-8.0,86.0,49.0,
38.0,4.0,61.0,73.0,
114.0,16.0,70.0,80.0,
-45.0,-13.0,71.0,76.0,
-57.0,6.0,85.0,68.0,
-32.0,-6.0,78.0,62.0,
30.0,2.0,66.0,67.0,
16.0,-2.0,86.0,66.0,
-39.0,1.0,49.0,65.0,
-86.0,-30.0,47.0,76.0,
-36.0,3.0,80.0,53.0,
-194.0,-11.0,52.0,75.0,
-9.0,0.0,63.0,79.0,
29.0,8.0,71.0,74.0,
32.0,7.0,73.0,68.0,
-27.0,4.0,66.0,55.0,
-1.0,16.0,65.0,66.0,
61.0,21.0,54.0,74.0,
188.0,16.0,65.0,70.0,
-7.0,-3.0,57.0,70.0,
80.0,13.0,75.0,73.0,
-68.0,11.0,58.0,77.0,
-24.0,6.0,63.0,78.0,
-24.0,16.0,60.0,84.0,
68.0,11.0,84.0,98.0,
-111.0,-10.0,61.0,82.0,
-117.0,12.0,73.0,85.0,
-342.0,-14.0,48.0,69.0,
42.0,-9.0,70.0,72.0,
-72.0,-17.0,55.0,70.0,
96.0,6.0,74.0,79.0,
-6.0,3.0,57.0,84.0,
-16.0,-8.0,80.0,69.0,
-22.0,21.0,74.0,63.0,
50.0,-7.0,63.0,77.0,
-30.0,-3.0,85.0,83.0,
20.0,0.0,57.0,61.0,
-15.0,4.0,67.0,73.0,
-100.0,25.0,71.0,82.0,
-143.0,-1.0,51.0,76.0,
91.0,-4.0,66.0,71.0,
-192.0,-14.0,60.0,64.0,
143.0,5.0,70.0,78.0,
-4.0,-2.0,64.0,78.0,
211.0,16.0,72.0,62.0,
70.0,10.0,48.0,72.0,
-54.0,-6.0,76.0,69.0,
68.0,5.0,63.0,64.0,
159.0,6.0,71.0,83.0,
148.0,1.0,79.0,82.0,
47.0,10.0,77.0,49.0,
-9.0,-12.0,74.0,71.0,
100.0,11.0,89.0,71.0,
-54.0,8.0,68.0,79.0,
192.0,6.0,72.0,64.0,
39.0,-5.0,63.0,68.0,
-65.0,11.0,69.0,40.0,
71.0,16.0,58.0,58.0,
14.0,12.0,76.0,57.0,
-137.0,13.0,60.0,83.0,
-67.0,4.0,59.0,78.0,
75.0,-9.0,73.0,60.0,
26.0,-4.0,82.0,61.0,
-71.0,3.0,61.0,74.0,
-12.0,9.0,71.0,59.0,
33.0,-19.0,66.0,74.0,
30.0,7.0,86.0,58.0,
3.0,3.0,77.0,84.0,
66.0,-7.0,57.0,47.0,
30.0,-2.0,58.0,57.0,
69.0,15.0,67.0,59.0,
0.0,7.0,44.0,59.0,
11.0,-4.0,72.0,63.0,
12.0,17.0,74.0,63.0,
-232.0,-5.0,46.0,72.0,
17.0,-8.0,50.0,76.0,
79.0,23.0,86.0,67.0,
39.0,-15.0,77.0,82.0,
-123.0,7.0,71.0,85.0,
112.0,16.0,53.0,59.0,
-61.0,-4.0,67.0,90.0,
51.0,10.0,65.0,53.0,
8.0,30.0,62.0,65.0,
158.0,11.0,62.0,72.0,
17.0,-27.0,76.0,78.0,
-35.0,-7.0,72.0,73.0,
124.0,0.0,57.0,90.0,
9.0,23.0,51.0,73.0,
116.0,6.0,64.0,65.0,
-130.0,-6.0,82.0,78.0,
-22.0,26.0,63.0,77.0,
-219.0,-5.0,57.0,79.0,
86.0,16.0,54.0,73.0,
-52.0,8.0,72.0,81.0,
-145.0,-3.0,63.0,60.0,
76.0,6.0,54.0,89.0,
-40.0,26.0,74.0,79.0,
132.0,0.0,70.0,76.0,
198.0,-5.0,82.0,75.0,
-55.0,0.0,73.0,74.0,
97.0,15.0,59.0,44.0,
146.0,-6.0,90.0,63.0,
205.0,3.0,54.0,84.0,
-246.0,6.0,85.0,76.0,
239.0,4.0,81.0,75.0,
115.0,0.0,93.0,48.0,
-1.0,14.0,70.0,72.0,
-44.0,2.0,39.0,64.0,
-84.0,-16.0,75.0,69.0,
-30.0,13.0,84.0,77.0,
171.0,17.0,67.0,69.0,
-71.0,14.0,67.0,77.0,
132.0,10.0,89.0,60.0,
52.0,-3.0,56.0,70.0,
183.0,12.0,81.0,65.0,
116.0,14.0,48.0,76.0,
5.0,17.0,58.0,31.0,
204.0,0.0,57.0,54.0,
9.0,0.0,69.0,60.0,
-88.0,9.0,82.0,56.0,
-40.0,2.0,52.0,43.0,
-85.0,2.0,61.0,65.0,
-199.0,7.0,75.0,67.0,
91.0,-11.0,81.0,80.0,
63.0,7.0,74.0,65.0,
-42.0,22.0,57.0,68.0,
-62.0,6.0,71.0,55.0,
-33.0,8.0,56.0,53.0,
51.0,11.0,56.0,80.0,
20.0,-5.0,68.0,63.0,
-126.0,-6.0,89.0,65.0,
-82.0,-5.0,81.0,74.0,
-35.0,-10.0,81.0,58.0,
23.0,24.0,85.0,50.0,
-181.0,1.0,66.0,74.0,
-45.0,-16.0,56.0,95.0,
55.0,-4.0,52.0,57.0,
-92.0,0.0,73.0,73.0,
32.0,-1.0,71.0,68.0,
-137.0,0.0,99.0,89.0,
-32.0,12.0,49.0,73.0,
56.0,1.0,62.0,68.0,
-38.0,4.0,65.0,67.0,
7.0,1.0,63.0,65.0,
142.0,0.0,55.0,79.0,
-80.0,-18.0,84.0,71.0,
-7.0,13.0,56.0,76.0,
-44.0,-21.0,81.0,82.0,
62.0,-10.0,36.0,83.0,
103.0,10.0,68.0,76.0,
13.0,-8.0,88.0,49.0,
296.0,-3.0,68.0,59.0,
-111.0,-1.0,46.0,68.0,
26.0,-10.0,62.0,68.0,
-120.0,-6.0,65.0,62.0,
-38.0,-8.0,51.0,70.0,
-118.0,19.0,65.0,76.0,
14.0,-5.0,81.0,76.0,
-151.0,7.0,61.0,79.0,
83.0,17.0,55.0,77.0,
8.0,15.0,66.0,69.0,
154.0,-12.0,73.0,81.0,
77.0,19.0,76.0,86.0,
-36.0,9.0,67.0,67.0,
-134.0,3.0,63.0,52.0,
45.0,22.0,73.0,60.0,
0.0,6.0,60.0,55.0,
22.0,-14.0,57.0,57.0,
133.0,-1.0,64.0,78.0,
2.0,13.0,63.0,70.0,
-93.0,0.0,60.0,70.0,
-5.0,-9.0,71.0,74.0,
-44.0,5.0,55.0,89.0,
-82.0,12.0,84.0,69.0,
11.0,10.0,79.0,84.0,
-67.0,20.0,69.0,79.0,
-86.0,-18.0,58.0,57.0,
-23.0,-6.0,64.0,60.0,
-139.0,23.0,56.0,50.0,
-234.0,-4.0,73.0,89.0,
87.0,13.0,66.0,82.0,
84.0,-10.0,82.0,80.0,
-77.0,15.0,78.0,74.0,
56.0,11.0,55.0,76.0,
-267.0,8.0,69.0,81.0,
-224.0,-1.0,70.0,77.0,
-2.0,-4.0,50.0,92.0,
-159.0,2.0,57.0,72.0,
-35.0,3.0,64.0,75.0,
61.0,4.0,67.0,73.0,
-3.0,10.0,81.0,54.0,
57.0,-9.0,94.0,84.0,
21.0,13.0,80.0,62.0,
96.0,11.0,57.0,63.0,
177.0,0.0,60.0,68.0,
64.0,6.0,59.0,68.0,
86.0,4.0,73.0,77.0,
185.0,7.0,59.0,85.0,
-27.0,-17.0,75.0,71.0,
81.0,2.0,61.0,66.0,
-54.0,19.0,59.0,70.0,
